,DESCRICAO
41274,PARAFUSO DE CORTICAL ACO AUTO-ROSQUEANTE 3.5X 16MM
41275,CIMENTO DE ZINCO PO+LIQ (KIT) Data fabricacao: 01/02/2021
41276,PIVO DA SUSPENSAO INFERIOR
41278,LINGUICA
41279,ESPELHO P/ CONDULETE 1 C/ SUPORTE P/ 2RJ45
41280,TINTA EUCALAR ACRIL 5/1 BCO GELO
41282,OUTROS OLEOS LUBRIFICANTES AUTOMOTIVOS
41283,"CJ PNLD 2023 COLECAO ENTRELACOS VOL 1,2,3,4 CHSA EFAI PROF 0129P23366 - M 0129P23366"
41284,1020-3237 #PROVA DE COLO ACCOLADE 37MM 132
41285,0026P20012006BL TECENDO LINGUAGENS - LINGUA PORTUGUESA 6
41286,KEYTRUDA FR 100MG/4ML (G)
41287,DIODO - 1N4148 C/20
41288,LIMAO
41289,MARCADOR PARA QUADRO BRANCO RECARREGAVEL VERDE REF.CA-6004
41290,CILINDRO MESTRE DE FREIO
41292,CENOURA
41293,PACOM DPF NOVO BRASAO - PROMASP
41294,CONJ. 2 TOMADAS 2P+T 10A 250V 13272663 WEG COMPOSE
41295,"Modulo EM-200 Smart Expansion Module for Mx/ALE-30h, 5 inch Color LCD with 20 programmable keys, 2 U"
41296,LAMPADA 5W
41298,UNIDADE DE DISCO RIGIDO 320GB
41299,Kit de ferramentas 110 pecas
41300,TAMPA
41301,FILTRO COMBUSTIVEL MANN
41302,Banana pacovã
41303,CK-MB COBAS C/INTEGRA - 100 TESTES -  LOTE : 62063701 - Validade : 30/11/2022
41304,MUSSARELA
41305,Eletrodo Timpanico para Eletrococleografia BERA
41306,BETERRABA IN NATURA
41307,TESTE PARA EXTENSAO DE HASTE 17MM X 100MM
41308,FILTRO DE COMBUSTIVEL
41310,CABO DO ACELERADOR FS160/220/290
41311,GLP ENVASADO EM BOTIJAO DE 45 KG
41312,FACA DE MESA
41313,LIVRO AJ GEO 1 F1 LP PNLD 23 OB1
41314,ALFACE AMERICANA - COOPGRANDE
41315,"ONU  1977 NITROGENIO, LIQUIDO REFRIGERADO 2.2 (  ) III CIL.VAZIO nitrogenio liquido industrial"
41316,"ONU  1072 OXIGENIO, COMPRIMIDO 2.2  (5.1) III OXIGENIO GASOSO MEDICINAL - 1 M3"
41317,Lapis Preto Triangular Peps deco hb2 cborracha 851718 Maped BT 1 UN
41318,"Bilac, o Jornalista"
41320,IMPR LASER MULT POLI CX725DHE
41321,Trizeta Cambio
41322,INSERTO DA BOMBA DE AGUA
41323,FIGADO BOV CONG FRIBOI
41324,PE DE BRINCADEIRA PRE ESCOLA 4 E 5 ANOS E 11 MESES
41325,LIQUIDIFICADOR BAIXA ROTACAO 8 LTS MFLBR-8
41326,ALCOOL ETILICO 96% (96°GL) ONU 1170 RISCO 3
41327,"REMOVEDOR USO ODONTOLOGICO, COMPOSICAO EUCALIPTOL, ASPECTO FISICO LIQUIDO. APRESENTACAO FRASCO COM 10ML."
41330,Disco de Espuma de Aluminio Duocel
41331,COMP TIB POLIET CR-FLEX AM  17MM
41332,BATATA INGLESA BRANCA
41333,"ESTATOR DE MAGNETO DE BOBINA MARCA: BSH ELETRICAL - CHINA - MEDIDA EM CM: 26,5 X 35,5 X 9,5"
41334,PACOM DPF NOVO BRASAO - PROMASP
41335,PIMENTAO AMARELO
41336,Cartucho de solucoes SP90 para ABL90
41338,BUCHA
41339,REPOLHO
41340,JET A NAO TABELADO - LI
41341,OLEO DIESEL B S10
41342,OCLUSOR ADOII 3MMX6MM
41343,MOLHO DE MESA TIPO CATCHUP TRADICIONAL
41344,HIPOCLORITO DE SODIO 10%
41345,Alimento Feijoada Conserva Lta
41346,BATATA INGLESA
41347,Fio Guia Para Parafuso Canulado Em Titanio De 4mm De Largura
41348,Cola Instantanea Loctite Super Bonder 5g
41349,PARAFUSO CORTICAL 03.5x28mm
41350,COMPONENTE FEMORAL EP MB V T4 ESQUERDO
41351,DETOMIDINA CLORIDRATO CONCENTRACAO A 1%  SOLUCAO INJETAVEL USO VET
41352,PARAFUSO DE INTERFERENCIA EM PEEK-INTERFIX 10X25MM LOTE:0025C22     MS: 80777280133
41354,COSTELA SUINA DEFUMADA KG
41355,6721-0330 #ACCOLADE II 127 TAMANHO3
41356,GARRAFA TERMICA SUNNY 1L LIMAO 25100314 MOR
41357,NSA5319M03-012\PINO ELASTICO
41358,PRESUNTO DE PERNIL COZIDO S/CAPA DE GORDURA/FRIMESA
41359,COXIM AMORTECEDOR
41361,PO P/GELATINA UVA CX 20G
41362,CHAVE DE REDUÇÃO ROCKER RELINE-O
41363,MILHO CONSERVA PEQUENA
41364,Televisão Marca: AOC -  LED - 50' - UHD - Smart TV - Modelo: 50U6305/78G
41365,HORTIFRUTIGRANJEIROS/ALFACE
41366,OLEO
41368,"Filamento PLA Basic Diametro:1,75mm;Carretel (Peso liquido):1,0 kg; Basic Roxo"
41369,CONDIMENTO TIPO SALSA NATURAL
41370,LIV - APIS MAIS - HISTORIA - 3o ANO PNLD 2023 AL
41371,TOUCA DESCARTAVEL TNT BRANCA BETEL C/100UN R-1010
41372,GUIA TRANSFORAMINAL TLIFIX
41373,QUEIJO MINAS FRESCAL
41374,VITROS PONTEIRAS VERSATIP L:1044445 Q:2 V:06/10/2046
41377,2083
41378,BANANA PRATA
41380,DICLOFENACO 50MG G C/20
41381,CEBOLA
41382,Garrote latex em tiras com 100 un - Labor import
41383,COENTRO
41384,"APONTADOR C/DEP DUPLO OVAL 5,4CM SORT LEO&LEO 4752"
41385,CEBOLINHA VERDE IN NATURA
41386,Lanche da Tarde
41387,REA-DYN LYSE NOC DIFF 3200/RUBY M/ABBOTT
41388,COENTRO ORGANICO A
41389,BATATA INGLESA
41390,PONTEIRA PARA RESSECCAO ENDOSC
41391,ELECSYS CS FSH II
41392,BROCA NU TI 9 B COMBINACAO
41394,Te Esgoto Dn 75mm - 20002046
41396,SPATEN N 600ML
41397,MELAO IN NATURA COMUM-AMARELO-ESP-ORANGE
41398,CHICL.CROC TUTTI FRUTTI
41399,ESTANTE INOX 4 ANDARES MED 70X52X200CM
41400,OLEO MOTOR
41401,OUTROS/MARMITEX BUFFETREFEICAO
41402,Limpa catalizador
41403,NOTEBOOK LENOVO GAMING 3 15IMH 5-10300H/8G/256G/Linux
41404,ADESIVOS
41405,Balao Armada 35 12x40 135-
41406,DIESEL S10
41407,2022- BURITI MAIS MATEMATICA 5 ANO
41408,BANANA PRATA
41409,HP W9060MC CARTUCHO DE TONER BLACK 15000 PGS
41410,3 - CARIMBO NY 302
41411,TOMATE
41412,ESPONJA  DUPLA FACE
41413,TEE SOLDÁVEL PVC PARA ÁGUA 40MM MARROM
41414,CARTUCHO DE TONER COMPATIVEL HP 278-A
41416,VINIL ADESIVO PARA PORTA COM DETECTOR DE METAIS 200 X 400 MM PADRAO INSS APDM1
41417,242-04 - MARTELO INOX 1KG
41418,"433703 - Placa ortopedica mini e micro fragmentos, titanio, reta"
41419,"LUVA CIRURGICA C/PO 7,5 PAR"
41420,EUP2520X -Cateter Balao Semi-Complacente EUPHORA 25mm x 20mm
41421,FILTRO CABINE NISSAN AKX1959 MARCH/VERSA 11)
41422,HORTIFRUTIGRANJEIROS/PEPINO
41423,CO EF 07 INFI 02 1B LV 01 MI DART PR
41424,FILTRO COMBUSTIVEL FIRE
41425,2102-0465 #RASPA ACETABULAR 65 MM
41427,6721-0435 #ACCOLADE II 127 TAMANHO4
41428,Cabo Adaptador Displayport para DVI MD9 6273
41429,"CADE? ACHOU! EDUCAR, CUIDAR E BRINCAR NA ACAO PEDAGOGICA DA CRECHE"
41430,PEPINO
41431,CHAVE EM T P/ENG RAPIDO REF:7010
41432,LONA PLAST PRETA 4X50MT
41433,UNIAO GALVANIZADA 2  UNIDRESS
41435,FILTRO AR COBALT/SPIN/SONIC 11/
41436,ELETRODO ENDOC 53CM 6 F PROMRI SOLIA S 53
41437,Caneta Marca Texto BRW Flourescente Verde
41438,RETENTOR
41439,PARAFUSO PED. MONOAXIAL PEDIMAX II 07.0x30mm
41440,PISO EMBORRACHADO
41441,MAMAO FORMOSA
41442,OTICA HD 4 X 30 DEG AUTOCLA
41443,"LTC - GRUPO GEN | FUNDAMENTOS DE FISICA - GRAVITACAO, ONDAS E TERMODINAMICA - VOLUME 2 | ED: 102016"
41444,CEBOLA BRANCA
41445,MASSA PASTEL
41446,FIO GUIA 00.8x70.0mm
41447,"MILHO EM CONSERVA, INGREDIENTES: GRÃOS DE MILHO VERDE COZIDOS, LATA 2 KG"
41448,BANDEJA
41449,SPIN 1.8 - POLIA ENGRENAGEM DO VIRABREQUIM APLIC 246
41450,FARINHA TRIGO PURO SABOR 1KG S/FERM TIPO 1
41451,LIVRO SP CIE NAT TEC MATER LP PNLD21 OB2
41452,TAMPA
41453,"LUVA PARA PROCEDIMENTO NAO CIRURGICO, MATERIAL 100% NITRILE, TAMANHO MEDIO, CARACTERISTICAS ADICIONAIS SEM PO, ANTIDERRA"
41454,PASTILHA ADESIVA LAVANDA SANY C/3UN
41455,"CADE? ACHOU! EDUCAR, CUIDAR E BRINCAR NA ACAO PEDAGOGICA DA CRECHE"
41456,LUBRIFICANTE VISCOSO
41458,SERINGA SR 10mL SEM AGULHA LUER LOCK
41460,OVOS BRANCOS
41461,803-01-00 - COPA UMERAL REVERSA
41462,RETENTOR VOLANTE M80/85/90/93 ORIG
41463,TOMATE
41465,BUR MAIS LEF 3 AO 5 0014P23160023MP
41466,Caneta Marca Texto BRW Flourescente Verde
41467,PEPINO KG
41468,ABACAXI
41469,FERRO TIPO CA 50 DIAMETRO 3/16 POL / KG
41470,GERTRUDES ALTSCHUL: FILIGRANA
41471,CENOURA
41472,BIODIESEL B S-10
41473,HORTIFRUTIGRANJEIROS/ALFACE
41474,THINNER GOL 7300 GL5L
41475,PACOM DPF NOVO BRASAO - PROMASP
41476,APOIO DIGITACAO PT EM GEL
41477,PIMENTAO AMARELO
41478,CANETA MARCA TEXTO LJ.
41479,ESTUDAR HIS 7 ED3 0030P20042007IL
41480,ADESIVO ISO P190|P500|P1000
41481,ROLO DE TRANSFERENCIA
41483,"LUMINARIA PARA 2 LAMPADAS 32W/40W, CORPO SEMI-FACETADO EM ACO,"
41484,MACA
41485,"TUBO P/ COLETA DE SANGUE A VACUO C/  EDTA-K3 4ML, 13X75MM PLASTICO, C/100 UN. - NEOVACCUMI L : EK22V0404 Val : 28/02/202"
41486,EASYDRILL BROCA PARA PERFURACAO CRANIAL DIAM14XDIAM11X3MM L.F: 2669/22 S: 2669/22-007 V: 13/10/2026 KronoSys: 34911
41487,Conectados Geografia - 2o ano (BNCC) - PNLD2019 - AL
41488,PNEU 175/70R14 P1 CINTURATO PI
41489,MOTOR DC
41490,"CLIPS, TRATAMENTO SUPERFICIAL GALVANIZADO, APLIC. FIXAR PAPEIS E SIMILARES, TAMANHO 2/0, MAT ARAME DE ACO, FORMATO PARA"
41491,Semente CENOURA BRASILIA IRECE
41492,GASOLINA GRID
41493,AIR BAG DIANTEIRO LE
41494,MULTIF. CANON IR1643IF II S:35C04901
41495,APLICADOR RESINA FILME
41496,PROVA DE CALCO TIBIAL 7 TOTAL MEDIO - DI
41497,BETOGENTA CREME 30 G - Lab./Fabr. GEOLAB IND. FARM. S/
41498,MELAO ESPANHOL KG
41499,MACA FUJI
41500,LIV_DIALOGOS EM CIENCIAS HUMANAS_CONVIVIO DEMOCRATICO_PNLD AL
41501,TUBO CORRUGADO
41502,Acucar Cristal Uniao 1kg
41503,DAY 1 PRE 1HR
41504,ARCH - FENITOINA REAG (100T) M/ABBOTT
41505,- DIPIRONA 500MG 50X10 CPS-VP / GEN DIPIRONA SODICA
41506,Oxigenio Med Carg Cil WhiteMed
41507,CENOURA KG
41508,GOIABA IN NATURA
41509,EXTENSAO 6T 3M LIDERMIX
41510,AFASTADOR SOFILD
41511,PNEU 205/70R15C FATE AR-410 AVANTIA 106/104R TL
41513,"SERINGA INSUL DESCARPACK 1ML C/AGULHA 13x4,5 AV*"
41514,BUCHA RED. PVC 1/2' MACHO X 1/4' FEMEA IMPLEBRAS
41515,CEBOLA BRANCA
41517,COMP TIB POLIET 1-2/RX/28LCCK
41518,MOLAS DE PLATINA PARA EMBOLIZACAO MWCE-35-14-8-NESTER
41519,RESPIRADOR KN95 INDIVIDUAL BRANCO
41520,SHINE E DRY 20 LITROS
41521,PAO PARA SANDUICHE(TIPO HOT DOG) 50G
41522,GRAXA UNILIT BLUE 2 1KG ROLAMENTO
41523,Iogurte com polpa de frutas
41524,BEBEDOURO 50L INDUSTRIAL
41525,KIT ESTABILIZADOR DIANTE
41526,PAPEL HIGIENICO FOLHA DUPLA
41527,MELAO
41528,TRUXIMA 500MG/50ML Lote: 2C8C061 Validade: 31/01/2026
41529,JANTAR EM MARMITEX PROTEINA UFSM
41530,Pilha Alcalina Toshiba AA LR6GCP Pequena 2UN
41531,ABACATE
41532,TANGERINA
41533,"FILTRO CJ, CABINE, CARVAO"
41535,PACOM DPF NOVO BRASAO - PROMASP
41536,0026P20012007BL TECENDO LINGUAGENS - LINGUA PORTUGUESA 7
41537,APOIO DIGITACAO PT EM GEL
41538,OLEO MOTOR
41539,OLEO DIESEL B S 10
41540,CARTUCHO DE TONER HP CF258X PRETO
41541,FERMENTO PÓ 200G
41542,HP E77830Z MFP LASER COR 30PPM A3 FLOW
41543,Papel A4 BR Go Office 75g 500fl CertFSCMisto70% CU COC855709
41544,LIMA ENXADA 8' - WORKER 583413
41545,PATELA 03 PINOS 30 MM 1912229648
41546,PACOM DPF NOVO BRASAO - PROMASP
41547,CHAVE YALE DE LATAO PADO N  707
41548,Vial para HPLC em vidro transparente 2 ml cx com 100 unidades.
41549,LIV - VIDA CRIANCA - GEOGRAFIA E HISTORIA - 2o ANO PNLD 2023 AL
41550,CILINDRO DE GAS CARBONICO IBG INDUSTRIAL 28.0 KG
41551,(TERMICAR) -OLHAL 10MM P/TUBO 6X4
41552,ENGATE FLEXIVEL 1/2 40CM
41553,ABOBORA
41555,ALC850 - SISTEMA DE CARDIOPLEGIA  SANGUINEA 4:1
41556,Esponja Dupla Face Multiuso Bettanin
41557,"BOMBA DS 56-40 4,0CV T 220V 2P SIC"
41558,VIDRO PARABRISA DEGRADE TRITON / DAKAR COM SENSOR 2011/2015
41559,PAO FRANCES 50GR
41560,CEREAL MATINAL TIPO FLOCOS PRE-COZIDO S/ACUCAR
41561,ROLO DE LA 23CM
41563,CEBOLINHA VERDURA E VIDA          AV 1UN
41565,PASTA CATALOGO C/50 ENV REF. 1090
41566,LIVRO RUMOS DA ARTE 9 (LA) PNLD 2020
41567,MINGAU ARROZ
41568,DOBRADOR 4 EM 1 - DIREITO
41569,CEBOLA COMUM
41570,BOMBA AGUA GM SEM GTIN
41571,BATERIA 100 AMP 0000000028
41572,"CARTUCHO TONER IMPRESSORA SAMSUNG,TIPO CARTUCHO COMPATIVEL,COR TINTA PRETA,REFERENCIA CARTUCHO 1,MLT-D101S"
41573,SISTEMA DE STENT CORONARIO SYNERGY
41574,PASTA SAPONACEA MULTIUSO - 500GR
41575,"PLACA TIPO ENDOBUTTON OCX COM LOOP DE 25,0MM"
41576,"REFRIGERANTE SABOR GUARANA, EMBALAGEM 3 LITROS"
41578,CHAPA FIXACAO MOTOR DESLIZANTE SRM
41579,"ITEM COMPRA 00012 - TUBO PVC SOLDAVEL, APLICACAO HIDRAULICA, COR MARROM, DIAMETRO NOMINAL 25MM, COMPRIMENTO 6M, PVC RIG"
41580,GRAXA PARA ENGRENAGEM EXPOSTA E CABO DE ACO - PED: 2022NE17923
41582,TONER ORIGINAL LEXMARK 56FB000 PRETO LEXMARK
41583,ADAPTADOR CONECTOR USB
41584,SABONETE DEOLINE ERVA DOCE SUAVE 5L 10304
41585,"TELHA ALUMINIO ZINCO ONDULADA 3MX1,10MX0,5MM"
41586,A Conquista da Matematica - 9o ano - PNLD2020
41587,BOMBOM 900G
41588,ADESIVO DENTAL
41589,REAGENTE TAMPAO DO CATODO PARA
41590,HP W9060MC CARTUCHO DE TONER BLACK 15000 PGS
41591,ESC LAVAR CONDOR 1121 UN
41592,AMEIXA
41593,Caderno Executivo Tilibra Organizer 200x275mm 80fls
41594,HORTIFRUTIGRANJEIROS/ABOBORA
41595,LIV APIS HISTORIA 4 ANO - BNCC AL
41596,ARCHITECT TOXO IgM KIT REAGENTE 100 T
41597,ESSENCIA CONTRATIPO M SOFT 120ML
41598,GARRAFA SUCO NATURAL UVA
41599,"322051 - PARAF.CANULADO 7,0 R19X105"
41601,ESPATULA DE ACO 3'
41602,BATATA IMP NC 10MM NATTO CG 5X2KG C 10336
41603,FOTOPOLIMERIZADOR LED 6 COM RADIOMETRO
41604,SPRAY PARA TESTE DE SENSIBILIDADE- ICE TEST. IODONTOSUL
41605,2023 - TELARES CIENCIAS 9 ANO
41606,SE LIGA EXP DIALOGAR 0154P21201137IM
41607,PNLD 2023 Obj1 - A Conquista - Historia - LA - 1o ano 0133P23040001LE - L 0133P23040001LE
41608,FITA ISOLANTE IMPERIAL 18MMX5M 3M.
41609,LUVA AMARELA MEDIA SLIM MULTI USO VOLK
41610,COMP TIB POLIET CR-FLEX VD 14MM
41611,ALMOCO 6 MESES A 1 ANO ACOMP UFSM
41613,"COMP FEM JOELHO PARCIAL CIMENTADO,MEDIAL,DIR,TAM 3 PERS"
41614,PACOM DPF NOVO BRASAO - PROMASP
41615,ACUCAR REFINADO SACHE 400 UND. (BOM)
41616,PANO LIMPEZA DE CHAO
41617,CEM ANOS DE SOLIDAO
41618,VALV 414-R (1 1/2) P/ PN S/C
41619,"Abracadeira de Nylon Go Office 300x4,8mm Preto PCT 100UN"
41620,COUVE MANTEIGA - COOPGRANDE
41621,PAO DE QUEIJO MINI CONGELADO (SAM)
41622,BETERRABA
41623,PAO FRANCES CONGELADO 10HR KG
41624,AKPALO LINGUA PORTUGUESA F1 5 2019
41625,1.36.45.19.19.028 - PARAFUSO ESPONJOSO CANULADO O 4.5 MM - 28 X 16.0 MM TITANIO
41627,Papel A4 BR Go Office 75g 500fl CertFSCMisto70% CU COC855709
41629,PAO FRANCES KG (HOSPITAL DA GUARNICAO FPOLIS) -
41630,FORMAO CABO ALUMINIO SMITCH PETERSEN 6mm
41631,BATATA DOCE
41632,LARANJA
41633,PELICULA PROTETORA PLAST. SCREEN FILMS M.E6PLUS
41634,BANANA PACOVA
41636,SACHE INDIVIDUAL DE KETCHUP TRADICIONAL. CAIXA.
41637,RESINA FOTOP.Z350 B3B 4G
41638,VERGALHAO CA50 5.0MM 12M
41639,6541-1-703E #BLOCO DE CORTE N.3
41641,Bridges - 9o ano - PNLD2020 - L 0388P20092009IL
41642,ADITIVO P/RADIADOR
41643,"PION - GESTAO DE ESTOQUES - FUNDAMENTOS, MODELOS MATEMATICOS E MELHORES PRATICAS A"
41644,MULTI USO HIPER PLUS 500ML
41645,LIMAO
41646,CEBOLA
41647,Posicao: 000 PATCH ORGANICO LABCOR PB 5CM x 10CM LPA  Codigo MS: 10171250021  LPA001126 17/03/2025
41648,ITEM 51 - CONCHA P/ FEIJAO INOX 33 CM. ORIGINAL
41649,DESINFETANTE
41650,PROVA PLATO TIBIAL VERDE LPS 17MM C / D
41651,tPO DE PEDRA
41652,SHELL JET A GRANEL
41653,AZEITE DE BABACU
41655,"MASP | HISTORIAS DAS MULHERES, HISTORIAS FEMINISTAS: CATALOGO | ED: 12019"
41656,AMORTECEDOR TRAZEIRO
41657,6541-2-748 #GUIA PARA QUILHA TIBIAL48
41658,QUEIJO MUZZARELA FATIADO COPERLAT
41659,TONER OKI MC573 AMARELO
41660,COMP.PLATO TIBIAL SCORE TAM.3X14MM LOTE:319769
41661,FERTILIZANTE SUPERFOSFATO TRIPLO SACO 50 KG
41662,PIZZA DE FRANGO
41663,Headset P2 Fortrek HBL101 Voip Multimidia Preto e Prata
41664,TROCARTE VERSAONE BLADED COM LAMINA 5MM
41665,Goiaba Vermelha Kg
41666,COL.MULTIVERSOS-CIEN DA NATURE_PNLD_21_V(2 4)
41667,SERINGA DESCARTAVEL 20ML SEM AGULHA COM BICO ROSCA LUER LOCK CX/50 LOTE J306 VAL 02/27
41668,MOD PLUS CNET HUMAN 0198P21203136IM
41669,ABACAXI PEROLA GRAUDO TO
41670,DESJEJUM CRIANCA BRIGADA OUTROS
41671,COXA SOBRE COXA
41672,Cronometro Kenko
41673,DIPIRONA 10ML SOL GTS 200FR HOSP (ABERALGINA) Lote(s): 21C0094 - 4/9/2023 (5)
41674,MELANCIA
41675,GUIA DE CORTE PATELA 10MM
41676,MANGUEIRA SILICONADA DE 3MM                  - Lote: 09-0720
41678,BARRA MAGNETICA IMA -SUPORTE FACA
41679,FILTRO APU
41680,"Chave de fenda simples magnetizada, dimensões 5/16'x6' haste em aço cromo-vanádio, codigo 1177555"
41681,ALFACE LISA
41682,GUARANA CHP ANTARCTICA PET 2L CAIXA C/6
41683,BATATA INGLESA
41684,(Queijo Coalho) Queijo branco do tipo coalho. NE: 2021NE001789 - AF: 17 - PE 44/2021 - Marca: Holandês
41686,120CM-ZERO TIP CESTO P/RECUPERAC D CALCU
41687,"LEGUME IN NATURA, TIPO TOMATE SALADA"
41688,Luva Verde M
41689,LUVA VAQUETA C CURTO PETROLEIRA TAM M 8/9 ALSEG
41690,MELAO
41691,BLOCO AUTO ADESIVO AMARELO 4B 38X51 C/ 100 FLS
41692,-ENCONTROS LINGUA PORTUGUESA
41693,"Caneta Esferografica Bic Cristal Fina 0,8mm Azul"
41694,REMOVEDOR DE CERA AUDAX APLIC 5L
41695,REGISTRO PVC ESFERA SOLD. 50MM
41696,ESPINAFRE
41697,ESTANTE P/ PARTITURA SMART
41698,MELAO AMARELO
41699,CUNHA ACET TM 70 X 15MM
41702,CONVERSOR DE MIDIA SM 20KM KGS 1120 - INTELBRAS
41703,TESOURA INSTRUMENTAL - 6B
41704,PIT MAIS CN5 0022P23030005LE
41705,PNEU 185/65R14 86T CS1 COOPER
41706,"FLUIDO, FREIO - DOT 4"
41707,LAVA ROUPA LIQUIDO 5L FLORAL MARQUI
41708,CABO MADEIRA 150MTSPVASSOUR
41709,CONCENTRADO ENERGETICO SC 50 KG
41710,ALICATE
41711,***BETAMETASONA+FOSF.3 MG AMP 1ML 2132181 02/2023
41712,PARAFUSO CORTICAL AUTO ROSQUEANTE 4.5X22M ACO
41713,KIT TOMADA DUPLA.
41714,TONER PRETO M4020 M4070 - Localizacao : AV
41715,CEBOLA
41716,FIO DE SUTURA ULTRABRAID N 2
41717,FITA ISOLANTE AUTO FUSAO 19MMX10M
41718,OLEO QUARTZ INEO FIRST 0W30 TB
41719,AS3209-047\JUNTA DE VEDAÇÃO
41720,BISCOITO MARIA
41721,LEITE IN NATURA
41722,SACO DE LIXO AZUL 40 LTS
41723,"PARAFUSO CORTICAL 3,5 DE 24 MM.,.80057410010 RMS.80057410010"
41724,PEC405362641 PWR CORD 9X10 IN USA 17505 - ITEM 3
41726,DRENO CIRURGICO TUBULAR 4.8MM ESTERIL - SEROVAC
41727,"REFRIGERANTE COLA 2,5L"
41728,2023 - A CONQUISTA DA MATEMATICA 8 ANO
41729,PANINHO DE LIMPEZA
41730,REPOLHO
41731,PARAF ACET TRILOGY 6.5 X 25MM
41732,CATETER ANGIOPLASTIA MICRO ECHELON 14-90 QTD. 1.00 CX
41733,MASCARA DESCARTAVEL
41734,"PIPETADOR PI PUMP,EM PLASTICO,PARA PIPETAS DE ATE 10ML"
41735,802-04-46 - GLENOIDE CIMENTADA GRANDE 46MM
41736,LOMBO FRESCO DA ESCOLA
41738,ELEMENTO DO FILTRO DE AR
41739,JOGO DE PASTILHAS DE FREIO DIANTEIRA
41740,ERA NO TEMPO DO REI - ATUALIDADE DAS MEMORIAS...
41741,2107-2200 #CABO DE BROCA FLEXIVEL
41742,BATATA PALITO
41743,LAMINULA 25 X 25 MM
41744,"CABINHO ELETRICO FLEXIVEL PARAL.TENSAO 300V SECAO NOMINAL 2 X 0,14 MM2"
41745,ADAPT CURTO SOLD 32MM X 1
41746,"ALCOOL ETILICO ABSOLUTO 99,5% UV/HPLC 1L LOTE 118526 FAB 15/12/21 VAL 31/05/25"
41747,TRIGO PARA KIBE YOKI 500GR
41748,FACTICIDADE E VALIDADE
41749,Cilindro Nitrog Analit 5.0 T
41750,PARAFUSO MINI LOCKING D2.7X34 MM
41751,3010880 - GASKET
41752,DIESEL S10
41753,2107-1016 #CABO DIRECIONADOR FLEXIVEL
41754,FRASCO CHAPMAN 450ML GRADUADO
41755,CONJ REAGENTES PREP BIBLIOTECA
41756,BETERRABACLASSIFICACAO SEM CARACTERISTICAS
41758,MASCARA TRIPLA TNT AZUL C/ELASTICO INOVEN C/50UN
41759,PACOM DPF NOVO BRASAO - PROMASP
41760,"NALOXONA 0,4MG 1ML (D)"
41761,MACARRAO PARAFUSO SEMOL 500G DON SAPORE
41762,ARREMATE LEILAO RFB CAMPINAS/VIRACOPOS LOTE 96
41763,PNEU 225/75R16C 121/120R ROADKING ARGOS RF19
41764,RODO EM ALUMINIO 30CM - BOTAFOGO
41765,REFRIGERANTE IATE 2L LIMAO
41766,GASOLINA COMUM
41767,Caneta Marca Texto BRW Flourescente Azul
41768,"LUVA CIRURGICA ESTERIL N°6,0"
41769,VITEK AST N238 20 CARTOES P/ ANTIBIOGRAMA GN URINARIOS-LT:6382097103 V:24/08/2023
41770,GAS ONU 1075 GLP 21
41771,FAROL
41772,POLPA TOP FRUITT GOIABA 500G
41773,MULTIFUNCIONAL RICOH MP 501MONO
41774,PARAFUSO CORTICAL AUTO ROSQUEANTE 3.5X32M ACO
41775,Fita Crepe 3M 48mmX50m 101LA
41776,FEIJAO VERDE
41777,2022-AR APRENDER E RELACIONAR - 5 ANO
41778,"SERINGA INSUL DESCARPACK 1ML C/AGULHA 13x4,5 AV*"
41780,CORREIA ALTERNADOR
41781,ARDUINO NANO ATMEGA328P CH340 + CABO USB
41782,PARAFUSO CORTICAL 03.5x22mm
41783,TOALHA PISO
41784,PACOM DPF NOVO BRASAO - PROMASP
41785,Fita Adesiva Alltape 48mmx40m Marrom PCT 4UN
41786,ELECSYS CS DHEA-S -  LOTE : 60798001 - Validade : 30/06/2023
41787,PATINHO MOIDO KG
41788,MAXIXECLASSIFICACAO SEM CARACTERISTICAS
41789,MAMÃO
41791,AGUA DESTILADA MARINA 12X1
41793,MARACUJA KG
41794,RAQUETE DE TENIS
41795,CUBO RODA DNT TRITON DAKAR 07/ C/ROL KB8T
41796,EMPURRADOR DE NO QUICK T
41798,POLIA CORRENTE DIFF
41800,"LEVONORGESTREL + ETINILESTRADIOL (CICLO 21) 0,15MG+ 0,03MG BL C/21 - UNIAO QUIMICA"
41801,GANCHO CROSS LINK PEDIMAX II
41802,AVENTAL TNT BRANCO MANGA LONGA K-DU C/10UN R-9145
41803,DETERGENTE 1:40 ATIVADO 5L MIX PLUS
41804,Circuito integrado LM358
41805,FILTRO COMBUSTIVEL
41806,Data Science para negocios: o que voce precisa saber sobre mineracao de dados e pensamento analitico de dados
41807,PESO PADRAO P/CALIB BALANCA;FERRO;5KG;M1;C/CERT CALIB
41808,OXIGENIO LIQUIDO CAMINH TANQUE
41809,CLTK806SXAZ CARTUCHO DE TONER PRETO 45K PAGINAS
41810,70025-FRASCO PARA CULTURA CELULAR COM FILTRO 25CM/68ML -PACOTE C/5 -PED:2022NE585
41811,"Q211326 #BROCA FLEX 4,5 Q211326"
41812,PONT RESSEC ENDO RETA INCISOR
41814,HEMOSTATICO CIRURGICO 5X7.5CM CX C/20
41815,ACTEMRA 80MG/4ML 1VIAL IV TE-BR
41816,FEIJAO COMUM CORES TIPO 1 - ACOND.: P - EANTrib.: 7898202753069
